Time ( s )	Y (  )
0.8610	297.026
0.8620	297.026
0.8630	297.026
0.8640	297.026
0.8650	297.026
0.8660	297.026
0.8670	297.026
0.8680	297.026
0.8690	297.026
0.8700	297.026
0.8710	297.026
0.8720	297.026
0.8730	297.026
0.8740	297.026
0.8750	297.026
0.8760	297.026
0.8770	297.026
0.8780	297.026
0.8790	297.026
0.8800	297.026
0.8810	297.026
0.8820	297.026
0.8830	297.026
0.8840	297.026
0.8850	297.026
0.8860	297.026
0.8870	297.026
0.8880	297.026
0.8890	297.026
0.8900	297.026
0.8910	297.026
0.8920	297.026
0.8930	297.026
0.8940	297.026
0.8950	297.026
0.8960	297.026
0.8970	297.026
0.8980	297.026
0.8990	297.026
0.9000	297.026
0.9010	297.026
0.9020	297.026
0.9030	297.026
0.9040	297.026
0.9050	297.026
0.9060	297.026
0.9070	297.026
0.9080	297.026
0.9090	297.026
0.9100	297.026
0.9110	297.026
0.9120	297.026
0.9130	297.026
0.9140	297.226
0.9150	297.026
0.9160	297.026
0.9170	297.026
0.9180	297.026
0.9190	297.026
0.9200	297.026
0.9210	297.026
0.9220	297.026
0.9230	297.026
0.9240	297.226
0.9250	297.226
0.9260	297.026
0.9270	297.026
0.9280	297.226
0.9290	297.026
0.9300	297.026
0.9310	297.026
0.9320	297.026
0.9330	297.026
0.9340	297.026
0.9350	297.226
0.9360	297.026
0.9370	297.026
0.9380	297.226
0.9390	297.226
0.9400	297.226
0.9410	297.226
0.9420	297.226
0.9430	297.226
0.9440	297.226
0.9450	297.226
0.9460	297.226
0.9470	297.226
0.9480	297.226
0.9490	297.226
0.9500	297.226
0.9510	297.226
0.9520	297.226
0.9530	297.226
0.9540	297.226
0.9550	297.226
0.9560	297.226
0.9570	297.226
0.9580	297.226
0.9590	297.226
0.9600	297.226
0.9610	297.226
0.9620	297.226
0.9630	297.226
0.9640	297.226
0.9650	297.226
0.9660	297.226
0.9670	297.226
0.9680	297.226
0.9690	297.226
0.9700	297.226
0.9710	297.226
0.9720	297.226
0.9730	297.226
0.9740	297.226
0.9750	297.425
0.9760	297.226
0.9770	297.425
0.9780	297.226
0.9790	297.425
0.9800	297.425
0.9810	297.425
0.9820	297.226
0.9830	297.425
0.9840	297.425
0.9850	297.226
0.9860	297.425
0.9870	297.425
0.9880	297.425
0.9890	297.226
0.9900	297.425
0.9910	297.425
0.9920	297.425
0.9930	297.226
0.9940	297.425
0.9950	297.425
0.9960	297.425
0.9970	297.425
0.9980	297.425
0.9990	297.425
1.0000	297.425
1.0010	297.425
1.0020	297.226
1.0030	297.425
1.0040	297.425
1.0050	297.425
1.0060	297.425
1.0070	297.425
1.0080	297.425
1.0090	297.425
1.0100	297.425
1.0110	297.425
1.0120	297.425
1.0130	297.425
1.0140	297.425
1.0150	297.425
1.0160	297.425
1.0170	297.425
1.0180	297.425
1.0190	297.425
1.0200	297.425
1.0210	297.425
1.0220	297.425
1.0230	297.425
1.0240	297.425
1.0250	297.425
1.0260	297.425
1.0270	297.425
1.0280	297.425
1.0290	297.425
1.0300	297.425
1.0310	297.425
1.0320	297.425
1.0330	297.425
1.0340	297.425
1.0350	297.425
1.0360	297.624
1.0370	297.624
1.0380	297.624
1.0390	297.624
1.0400	297.624
1.0410	297.823
1.0420	297.823
1.0430	297.823
1.0440	298.022
1.0450	298.222
1.0460	298.222
1.0470	298.421
1.0480	298.620
1.0490	298.819
1.0500	299.019
1.0510	299.218
1.0520	299.417
1.0530	299.816
1.0540	300.015
1.0550	300.214
1.0560	300.612
1.0570	301.011
1.0580	301.409
1.0590	301.808
1.0600	302.206
1.0610	302.605
1.0620	303.202
