Time ( s )	Y (  )
0.6140	117.191
0.6150	117.191
0.6160	117.191
0.6170	117.191
0.6180	117.191
0.6190	117.191
0.6200	117.191
0.6210	117.191
0.6220	117.191
0.6230	117.191
0.6240	117.191
0.6250	117.191
0.6260	117.191
0.6270	117.191
0.6280	117.191
0.6290	117.191
0.6300	117.191
0.6310	117.191
0.6320	117.191
0.6330	117.191
0.6340	117.191
0.6350	117.191
0.6360	117.191
0.6370	117.191
0.6380	117.191
0.6390	117.191
0.6400	117.191
0.6410	117.191
0.6420	117.191
0.6430	117.191
0.6440	117.191
0.6450	117.191
0.6460	117.191
0.6470	117.191
0.6480	117.191
0.6490	117.191
0.6500	117.191
0.6510	117.191
0.6520	117.191
0.6530	117.191
0.6540	117.191
0.6550	117.191
0.6560	117.191
0.6570	117.191
0.6580	117.191
0.6590	117.191
0.6600	117.191
0.6610	117.191
0.6620	117.191
0.6630	117.191
0.6640	117.191
0.6650	117.191
0.6660	117.191
0.6670	117.191
0.6680	117.191
0.6690	117.191
0.6700	117.191
0.6710	117.191
0.6720	117.191
0.6730	117.191
0.6740	117.191
0.6750	117.191
0.6760	117.191
0.6770	117.191
0.6780	117.191
0.6790	117.191
0.6800	117.191
0.6810	117.191
0.6820	117.191
0.6830	117.191
0.6840	117.191
0.6850	117.191
0.6860	117.191
0.6870	117.191
0.6880	117.191
0.6890	117.191
0.6900	117.191
0.6910	117.191
0.6920	117.191
0.6930	117.191
0.6940	117.191
0.6950	117.191
0.6960	117.191
0.6970	117.191
0.6980	117.191
0.6990	117.191
0.7000	117.191
0.7010	117.191
0.7020	117.191
0.7030	117.191
0.7040	117.191
0.7050	117.191
0.7060	117.191
0.7070	117.191
0.7080	117.191
0.7090	117.191
0.7100	117.191
0.7110	117.191
0.7120	117.191
0.7130	117.191
0.7140	117.191
0.7150	117.191
0.7160	117.191
0.7170	117.191
0.7180	117.191
0.7190	117.191
0.7200	117.191
0.7210	117.191
0.7220	117.191
0.7230	117.191
0.7240	117.191
0.7250	117.191
0.7260	117.191
0.7270	117.191
0.7280	117.191
0.7290	117.191
0.7300	117.191
0.7310	117.191
0.7320	117.191
0.7330	117.191
0.7340	117.191
0.7350	117.191
0.7360	117.191
0.7370	117.191
0.7380	117.191
0.7390	117.191
0.7400	117.191
0.7410	117.191
0.7420	117.191
0.7430	117.191
0.7440	117.191
0.7450	117.191
0.7460	117.191
0.7470	117.191
0.7480	117.191
0.7490	117.191
0.7500	117.191
0.7510	117.191
0.7520	117.191
0.7530	117.191
0.7540	117.191
0.7550	117.191
0.7560	117.191
0.7570	117.191
0.7580	117.191
0.7590	117.191
0.7600	117.191
0.7610	117.191
0.7620	117.191
0.7630	117.191
0.7640	117.191
0.7650	117.191
0.7660	117.191
0.7670	117.191
0.7680	117.191
0.7690	117.191
0.7700	117.191
0.7710	117.191
0.7720	117.191
0.7730	117.191
0.7740	117.191
0.7750	117.191
0.7760	117.191
0.7770	117.191
0.7780	117.191
0.7790	117.191
0.7800	117.191
0.7810	117.191
0.7820	117.191
0.7830	117.191
0.7840	117.191
0.7850	117.191
0.7860	117.191
0.7870	117.191
0.7880	117.191
0.7890	117.191
0.7900	117.191
0.7910	117.191
0.7920	117.191
0.7930	117.191
0.7940	117.191
0.7950	117.191
0.7960	117.191
0.7970	117.191
0.7980	117.191
0.7990	117.191
0.8000	117.191
0.8010	117.191
0.8020	117.191
0.8030	117.191
0.8040	117.191
0.8050	117.191
0.8060	117.191
0.8070	117.191
0.8080	117.191
0.8090	117.191
0.8100	117.191
0.8110	117.191
0.8120	117.191
0.8130	117.191
0.8140	117.191
0.8150	117.191
0.8160	117.191
0.8170	117.191
0.8180	117.191
0.8190	117.191
0.8200	117.191
0.8210	117.191
0.8220	117.191
0.8230	117.191
0.8240	117.191
0.8250	117.191
0.8260	117.191
0.8270	117.191
0.8280	117.191
0.8290	117.191
0.8300	117.191
0.8310	117.191
